"unique.mun.NO_MUNICIPIO..x","unique.mun.CO_MUNICIPIO.","unique.mun.SG_UF..x","sum.mun.QT_MAT_ID..2.x","unique.mun.NO_MUNICIPIO..y","unique.mun.SG_UF..y","sum.mun.QT_MAT_ID..2.y","unique.mun.NO_MUNICIPIO..x.x","unique.mun.SG_UF..x.x","sum.mun.QT_MAT_ID..2.x.x","unique.mun.NO_MUNICIPIO..y.y","unique.mun.SG_UF..y.y","sum.mun.QT_MAT_ID..2.y.y","unique.mun.NO_MUNICIPIO..x.x.x","unique.mun.SG_UF..x.x.x","sum.mun.QT_MAT_ID..2.x.x.x","unique.mun.NO_MUNICIPIO..y.y.y","unique.mun.SG_UF..y.y.y","sum.mun.QT_MAT_ID..2.y.y.y","unique.mun.NO_MUNICIPIO..x.x.x.x","unique.mun.SG_UF..x.x.x.x","sum.mun.QT_MAT_ID..2.x.x.x.x","unique.mun.NO_MUNICIPIO..y.y.y.y","unique.mun.SG_UF..y.y.y.y","sum.mun.QT_MAT_ID..2.y.y.y.y","unique.mun.NO_MUNICIPIO..x.x.x.x.x","unique.mun.SG_UF..x.x.x.x.x","sum.mun.QT_MAT_ID..2.x.x.x.x.x","unique.mun.NO_MUNICIPIO..y.y.y.y.y","unique.mun.SG_UF..y.y.y.y.y","sum.mun.QT_MAT_ID..2.y.y.y.y.y","unique.mun.NO_MUNICIPIO..x.x.x.x.x.x","unique.mun.SG_UF..x.x.x.x.x.x","sum.mun.QT_MAT_ID..2.x.x.x.x.x.x","unique.mun.NO_MUNICIPIO..y.y.y.y.y.y","unique.mun.SG_UF..y.y.y.y.y.y","sum.mun.QT_MAT_ID..2.y.y.y.y.y.y","unique.mun.NO_MUNICIPIO..x.x.x.x.x.x.x","unique.mun.SG_UF..x.x.x.x.x.x.x","sum.mun.QT_MAT_ID..2.x.x.x.x.x.x.x","unique.mun.NO_MUNICIPIO..y.y.y.y.y.y.y","unique.mun.SG_UF..y.y.y.y.y.y.y","sum.mun.QT_MAT_ID..2.y.y.y.y.y.y.y","unique.mun.NO_MUNICIPIO..x.x.x.x.x.x.x.x","unique.mun.SG_UF..x.x.x.x.x.x.x.x","sum.mun.QT_MAT_ID..2.x.x.x.x.x.x.x.x","unique.mun.NO_MUNICIPIO..y.y.y.y.y.y.y.y","unique.mun.SG_UF..y.y.y.y.y.y.y.y","sum.mun.QT_MAT_ID..2.y.y.y.y.y.y.y.y"
"Araguari",3103504,"MG",0.41690943124907,"Araguari","MG",0.416088530140744,"Araguari","MG",0.477087984068588,"Araguari","MG",0.4906598709451,"Araguari","MG",0.501016757703668,"Araguari","MG",0.554993950735529,"Araguari","MG",0.590711678321025,"Araguari","MG",0.627128240128378,"Araguari","MG",0.627830152352052,"Araguari","MG",0.647561639503761,"Araguari","MG",0.660529244587148,"Araguari","MG",0.68210937264319,"Araguari","MG",0.699230891318238,"Araguari","MG",0.66961976892812,"Araguari","MG",0.773496227916661,"Araguari","MG",0.71139360580783
"Indianópolis",3130705,"MG",0.206030326322409,"Indianópolis","MG",0.197638572045132,"Indianópolis","MG",0.206377233070212,"Indianópolis","MG",0.446708463949843,"Indianópolis","MG",0.502556535465495,"Indianópolis","MG",0.446663068897284,"Indianópolis","MG",0.421643948781495,"Indianópolis","MG",0.512554585152838,"Indianópolis","MG",0.401007919366451,"Indianópolis","MG",0.500334448160535,"Indianópolis","MG",0.614969656102495,"Indianópolis","MG",0.346580902059882,"Indianópolis","MG",0.485474499677211,"Indianópolis","MG",0.413918205804749,"Indianópolis","MG",0.417575368826171,"Indianópolis","MG",0.698970321017565
"Monte Alegre de Minas",3142809,"MG",0.442246576679929,"Monte Alegre de Minas","MG",0.46680272244621,"Monte Alegre de Minas","MG",0.551507202411846,"Monte Alegre de Minas","MG",0.651104339892234,"Monte Alegre de Minas","MG",0.644271482293775,"Monte Alegre de Minas","MG",0.710048643746393,"Monte Alegre de Minas","MG",0.701490663443611,"Monte Alegre de Minas","MG",0.801801801801802,"Monte Alegre de Minas","MG",0.761421748563458,"Monte Alegre de Minas","MG",0.819102907438262,"Monte Alegre de Minas","MG",0.783724500448276,"Monte Alegre de Minas","MG",0.741408505440817,"Monte Alegre de Minas","MG",0.770477663294852,"Monte Alegre de Minas","MG",0.697011217345479,"Monte Alegre de Minas","MG",0.965116279069767,"Monte Alegre de Minas","MG",0.864345738295318
"Nova Ponte",3145000,"MG",0.38742680427463,"Nova Ponte","MG",0.13605634292368,"Nova Ponte","MG",0.21484795038397,"Nova Ponte","MG",0.206154099185387,"Nova Ponte","MG",0.173354855976715,"Nova Ponte","MG",0.327098251591666,"Nova Ponte","MG",0.335080945500293,"Nova Ponte","MG",0.331381876336102,"Nova Ponte","MG",0.323085446934253,"Nova Ponte","MG",0.413225346989613,"Nova Ponte","MG",0.323361145673229,"Nova Ponte","MG",0.333789340379294,"Nova Ponte","MG",0.390722089450324,"Nova Ponte","MG",0.498891231821647,"Nova Ponte","MG",0.769708716759655,"Nova Ponte","MG",0.980246113989637
"Prata",3152808,"MG",0.339022045501217,"Prata","MG",0.334755911834746,"Prata","MG",0.471854656163294,"Prata","MG",0.556370313781055,"Prata","MG",0.595575041389497,"Prata","MG",0.623173754055753,"Prata","MG",0.634191510028072,"Prata","MG",0.739067969809183,"Prata","MG",0.692335924761539,"Prata","MG",0.764451496484351,"Prata","MG",0.812037576540571,"Prata","MG",0.760972806555249,"Prata","MG",0.843684715143564,"Prata","MG",0.826923076923077,"Prata","MG",0.876288659793814,"Prata","MG",0.790697674418605
"Tupaciguara",3169604,"MG",0.363345933984879,"Tupaciguara","MG",0.435133628499367,"Tupaciguara","MG",0.410127278981768,"Tupaciguara","MG",0.403877560961853,"Tupaciguara","MG",0.416603101957793,"Tupaciguara","MG",0.488966099217892,"Tupaciguara","MG",0.544626366306355,"Tupaciguara","MG",0.625253034537446,"Tupaciguara","MG",0.563701575239656,"Tupaciguara","MG",0.554633135324483,"Tupaciguara","MG",0.647743598738716,"Tupaciguara","MG",0.659192571202084,"Tupaciguara","MG",0.694682188093307,"Tupaciguara","MG",0.671926018124622,"Tupaciguara","MG",0.785514088820206,"Tupaciguara","MG",0.805194805194805
"Araporã",3103751,"MG",0.244832182236762,"Araporã","MG",0.307798262343717,"Araporã","MG",0.417479835026967,"Araporã","MG",0.383743695697285,"Araporã","MG",0.359504050387213,"Araporã","MG",0.351189374305813,"Araporã","MG",0.286609531011497,"Araporã","MG",0.418832907637802,"Araporã","MG",0.607623861263279,"Araporã","MG",0.538480279364392,"Araporã","MG",0.625,"Araporã","MG",0.583333333333333,"Araporã","MG",0.6,"Araporã","MG",0.363834745762712,"Araporã","MG",0.321132729724523,"Araporã","MG",0.675019481919121
"Machado",3139003,"MG",0.403153079842211,"Machado","MG",0.396574549831042,"Machado","MG",0.416866113126032,"Machado","MG",0.411498470948012,"Machado","MG",0.382117291083282,"Machado","MG",0.437142643092598,"Machado","MG",0.454809706732892,"Machado","MG",0.479525033706235,"Machado","MG",0.565573191127187,"Machado","MG",0.635754981388965,"Machado","MG",0.687354168910559,"Machado","MG",0.659995926265404,"Machado","MG",0.759655311319419,"Machado","MG",0.841130780346821,"Machado","MG",0.904290429042904,"Machado","MG",0.912386706948641
"Aiuruoca",3101201,"MG",0.665501165501165,"Aiuruoca","MG",0.685111719106247,"Aiuruoca","MG",0.746031746031746,"Aiuruoca","MG",0.757575757575758,"Aiuruoca","MG",0.82089552238806,"Aiuruoca","MG",0.836363636363636,"Aiuruoca","MG",0.854166666666667,"Aiuruoca","MG",0.833333333333333,"Aiuruoca","MG",0.808510638297872,"Aiuruoca","MG",0.765957446808511,"Aiuruoca","MG",0.785714285714286,"Aiuruoca","MG",0.714494095855522,"Aiuruoca","MG",0.764705882352941,"Aiuruoca","MG",0.712767644726408,"Aiuruoca","MG",0.572837632776935,"Aiuruoca","MG",0.741356772594095
"Alagoa",3101300,"MG",0.130465949820789,"Alagoa","MG",0.234574468085106,"Alagoa","MG",0.0596153846153846,"Alagoa","MG",0.197647058823529,"Alagoa","MG",0.134096307492982,"Alagoa","MG",0.12249443207127,"Alagoa","MG",0.193197278911565,"Alagoa","MG",0.346067415730337,"Alagoa","MG",0.296296296296296,"Alagoa","MG",0.267615176151761,"Alagoa","MG",0.325865580448065,"Alagoa","MG",0.32887189292543,"Alagoa","MG",0.364583333333333,"Alagoa","MG",0.362889983579639,"Alagoa","MG",0.337641357027464,"Alagoa","MG",0.827586206896552
"Alfenas",3101607,"MG",0.359785945365948,"Alfenas","MG",0.405518941865852,"Alfenas","MG",0.408197725318687,"Alfenas","MG",0.384034879711752,"Alfenas","MG",0.349214196880211,"Alfenas","MG",0.378380756430296,"Alfenas","MG",0.405029904046504,"Alfenas","MG",0.483266879319511,"Alfenas","MG",0.530353213995505,"Alfenas","MG",0.635310216181579,"Alfenas","MG",0.631924704805125,"Alfenas","MG",0.660663304705965,"Alfenas","MG",0.737925496222003,"Alfenas","MG",0.657957975147264,"Alfenas","MG",0.81574650659222,"Alfenas","MG",0.805857537145881
"Baependi",3104908,"MG",0.264881553834063,"Baependi","MG",0.323037379962453,"Baependi","MG",0.326031016262952,"Baependi","MG",0.355815332709517,"Baependi","MG",0.461848534405585,"Baependi","MG",0.483022696127567,"Baependi","MG",0.472215583540154,"Baependi","MG",0.521948863729907,"Baependi","MG",0.474798462481865,"Baependi","MG",0.460284423546766,"Baependi","MG",0.4837682320415,"Baependi","MG",0.48663768815906,"Baependi","MG",0.527983114446529,"Baependi","MG",0.612502183485023,"Baependi","MG",0.678079892581403,"Baependi","MG",0.716821155723356
"Boa Esperança",3107109,"MG",0.421524844574035,"Boa Esperança","MG",0.41559625793686,"Boa Esperança","MG",0.400283558062944,"Boa Esperança","MG",0.434291213297182,"Boa Esperança","MG",0.399521184275212,"Boa Esperança","MG",0.413330147712221,"Boa Esperança","MG",0.452637639205973,"Boa Esperança","MG",0.442218920952296,"Boa Esperança","MG",0.417538561104519,"Boa Esperança","MG",0.484459620771801,"Boa Esperança","MG",0.602570405191037,"Boa Esperança","MG",0.680399415188118,"Boa Esperança","MG",0.708291260036396,"Boa Esperança","MG",0.659301055748553,"Boa Esperança","MG",0.786564618134635,"Boa Esperança","MG",0.70979226237935
"Cambuquira",3110707,"MG",0.363441921684765,"Cambuquira","MG",0.350899557931531,"Cambuquira","MG",0.279676351980147,"Cambuquira","MG",0.281038842225072,"Cambuquira","MG",0.271901621521097,"Cambuquira","MG",0.283613445378151,"Cambuquira","MG",0.426273122003865,"Cambuquira","MG",0.451320568184159,"Cambuquira","MG",0.412568380174771,"Cambuquira","MG",0.463929515979989,"Cambuquira","MG",0.528065962477807,"Cambuquira","MG",0.432815442561205,"Cambuquira","MG",0.552911224500711,"Cambuquira","MG",0.519970775959168,"Cambuquira","MG",0.887931034482759,"Cambuquira","MG",0.883333333333333
"Campanha",3110905,"MG",0.255448887323117,"Campanha","MG",0.346344921104536,"Campanha","MG",0.385202338989535,"Campanha","MG",0.442773568715619,"Campanha","MG",0.465427769985975,"Campanha","MG",0.483592690756729,"Campanha","MG",0.466754625171813,"Campanha","MG",0.543024032042724,"Campanha","MG",0.39649868746996,"Campanha","MG",0.54788512853029,"Campanha","MG",0.64968487394958,"Campanha","MG",0.737163960606867,"Campanha","MG",0.775663796736709,"Campanha","MG",0.658773131667275,"Campanha","MG",0.735260462425268,"Campanha","MG",0.746528169384732
"Campo do Meio",3111309,"MG",0.154984570816802,"Campo do Meio","MG",0.214401156047383,"Campo do Meio","MG",0.203247756484008,"Campo do Meio","MG",0.275909090909091,"Campo do Meio","MG",0.245364924662522,"Campo do Meio","MG",0.581567649909985,"Campo do Meio","MG",0.598346309372925,"Campo do Meio","MG",0.53968253968254,"Campo do Meio","MG",0.571428571428571,"Campo do Meio","MG",0.685326172800505,"Campo do Meio","MG",0.468316064943388,"Campo do Meio","MG",0.543628493317132,"Campo do Meio","MG",0.63013698630137,"Campo do Meio","MG",0.603152338595377,"Campo do Meio","MG",0.701767784727901,"Campo do Meio","MG",0.702094270714449
"Campos Gerais",3111606,"MG",0.310749367918697,"Campos Gerais","MG",0.367519658803145,"Campos Gerais","MG",0.411102976461468,"Campos Gerais","MG",0.479163073957445,"Campos Gerais","MG",0.550052348460233,"Campos Gerais","MG",0.607046811350489,"Campos Gerais","MG",0.62206773109467,"Campos Gerais","MG",0.63193057875644,"Campos Gerais","MG",0.633725029891864,"Campos Gerais","MG",0.705786649944259,"Campos Gerais","MG",0.703366139719891,"Campos Gerais","MG",0.714023129086733,"Campos Gerais","MG",0.74992220491527,"Campos Gerais","MG",0.753143712151825,"Campos Gerais","MG",0.824884792626728,"Campos Gerais","MG",0.877450980392157
"Carmo da Cachoeira",3113909,"MG",0.324654169360052,"Carmo da Cachoeira","MG",0.271235781762098,"Carmo da Cachoeira","MG",0.355725013391549,"Carmo da Cachoeira","MG",0.274815592013226,"Carmo da Cachoeira","MG",0.325088637251074,"Carmo da Cachoeira","MG",0.440677966101695,"Carmo da Cachoeira","MG",0.548076923076923,"Carmo da Cachoeira","MG",0.542857142857143,"Carmo da Cachoeira","MG",0.603960396039604,"Carmo da Cachoeira","MG",0.597938144329897,"Carmo da Cachoeira","MG",0.612612612612613,"Carmo da Cachoeira","MG",0.57258064516129,"Carmo da Cachoeira","MG",0.775700934579439,"Carmo da Cachoeira","MG",0.896742258152919,"Carmo da Cachoeira","MG",0.876404494382023,"Carmo da Cachoeira","MG",0.870967741935484
"Carvalhópolis",3114709,"MG",0.160283277930337,"Carvalhópolis","MG",0.165457184325109,"Carvalhópolis","MG",0.238450074515648,"Carvalhópolis","MG",0.17948717948718,"Carvalhópolis","MG",0.212640921084193,"Carvalhópolis","MG",0.23320800731633,"Carvalhópolis","MG",0.127211198277188,"Carvalhópolis","MG",0.136392811296534,"Carvalhópolis","MG",0.162066586165258,"Carvalhópolis","MG",0.211292897047087,"Carvalhópolis","MG",0.264232804232804,"Carvalhópolis","MG",0.244023190671617,"Carvalhópolis","MG",0.135978835978836,"Carvalhópolis","MG",0.116388687454677,"Carvalhópolis","MG",0.16497461928934,"Carvalhópolis","MG",NA
"Caxambu",3115508,"MG",0.373376623376623,"Caxambu","MG",0.403723900944982,"Caxambu","MG",0.508803530590548,"Caxambu","MG",0.544067024400122,"Caxambu","MG",0.566868157700316,"Caxambu","MG",0.558788447045,"Caxambu","MG",0.546692462023502,"Caxambu","MG",0.543535602298572,"Caxambu","MG",0.535471292605091,"Caxambu","MG",0.551544335489255,"Caxambu","MG",0.59346718381626,"Caxambu","MG",0.511324737562757,"Caxambu","MG",0.59481645999699,"Caxambu","MG",0.608437701048141,"Caxambu","MG",0.744682835820896,"Caxambu","MG",0.772856954696689
"Conceição do Rio Verde",3117702,"MG",0.300469483568075,"Conceição do Rio Verde","MG",0.4,"Conceição do Rio Verde","MG",0.437287402589842,"Conceição do Rio Verde","MG",0.428821858922615,"Conceição do Rio Verde","MG",0.449981543004799,"Conceição do Rio Verde","MG",0.484532561645441,"Conceição do Rio Verde","MG",0.501785714285714,"Conceição do Rio Verde","MG",0.643560682636477,"Conceição do Rio Verde","MG",0.519697310256987,"Conceição do Rio Verde","MG",0.533240405866988,"Conceição do Rio Verde","MG",0.525100370358843,"Conceição do Rio Verde","MG",0.547817379694665,"Conceição do Rio Verde","MG",0.584068980535361,"Conceição do Rio Verde","MG",0.724859807068781,"Conceição do Rio Verde","MG",0.7391486715168,"Conceição do Rio Verde","MG",0.558454578995492
"Coqueiral",3118700,"MG",0.42912092632859,"Coqueiral","MG",0.53968253968254,"Coqueiral","MG",0.548872180451128,"Coqueiral","MG",0.53030303030303,"Coqueiral","MG",0.541313978225504,"Coqueiral","MG",0.559701492537313,"Coqueiral","MG",0.590551181102362,"Coqueiral","MG",0.642391853223363,"Coqueiral","MG",0.60548352508568,"Coqueiral","MG",0.618583052299127,"Coqueiral","MG",0.672361747938111,"Coqueiral","MG",0.619354838709677,"Coqueiral","MG",0.709355466909571,"Coqueiral","MG",0.851063829787234,"Coqueiral","MG",0.916666666666667,"Coqueiral","MG",0.904255319148936
"Cordislândia",3119005,"MG",0.46588526777206,"Cordislândia","MG",0.424594633376381,"Cordislândia","MG",0.423931250455174,"Cordislândia","MG",0.506278133143805,"Cordislândia","MG",0.39605528361647,"Cordislândia","MG",0.404022988505747,"Cordislândia","MG",0.404201680672269,"Cordislândia","MG",0.0639525021204411,"Cordislândia","MG",0.237442922374429,"Cordislândia","MG",0.469169960474308,"Cordislândia","MG",0.424746605469497,"Cordislândia","MG",0.558109833971903,"Cordislândia","MG",NA,"Cordislândia","MG",0.571078431372549,"Cordislândia","MG",0.459694989106754,"Cordislândia","MG",NA
"Cruzília",3120805,"MG",0.320642137102959,"Cruzília","MG",0.346312872975277,"Cruzília","MG",0.432522766219604,"Cruzília","MG",0.415384615384615,"Cruzília","MG",0.453016362160858,"Cruzília","MG",0.48903686860484,"Cruzília","MG",0.550362130280163,"Cruzília","MG",0.569936601797508,"Cruzília","MG",0.615384615384615,"Cruzília","MG",0.679245283018868,"Cruzília","MG",0.690721649484536,"Cruzília","MG",0.660550458715596,"Cruzília","MG",0.704347826086957,"Cruzília","MG",0.657657657657658,"Cruzília","MG",0.654205607476635,"Cruzília","MG",0.71875
"Dom Viçoso",3122801,"MG",0.220836220836221,"Dom Viçoso","MG",0.125514403292181,"Dom Viçoso","MG",0.168613509395632,"Dom Viçoso","MG",0.246927374301676,"Dom Viçoso","MG",0.162162162162162,"Dom Viçoso","MG",0.118067467124071,"Dom Viçoso","MG",0.0845659163987138,"Dom Viçoso","MG",0.0823712948517941,"Dom Viçoso","MG",0.292294807370184,"Dom Viçoso","MG",0.288429752066116,"Dom Viçoso","MG",0.511136107986502,"Dom Viçoso","MG",0.384137601528906,"Dom Viçoso","MG",0.366510538641686,"Dom Viçoso","MG",0.374957698815567,"Dom Viçoso","MG",0.6178955453149,"Dom Viçoso","MG",0.607364341085271
"Elói Mendes",3123601,"MG",0.366479813329404,"Elói Mendes","MG",0.418821782472951,"Elói Mendes","MG",0.425530228716444,"Elói Mendes","MG",0.341906552649819,"Elói Mendes","MG",0.419098752872914,"Elói Mendes","MG",0.38026197380262,"Elói Mendes","MG",0.42989689867228,"Elói Mendes","MG",0.456295167577723,"Elói Mendes","MG",0.455509308735024,"Elói Mendes","MG",0.51009993001011,"Elói Mendes","MG",0.596453546453546,"Elói Mendes","MG",0.484062428709655,"Elói Mendes","MG",0.5053204333308,"Elói Mendes","MG",0.67107573296075,"Elói Mendes","MG",0.718730023439165,"Elói Mendes","MG",0.827272727272727
"Fama",3125200,"MG",0.191629955947137,"Fama","MG",0.203225806451613,"Fama","MG",0.324262059035277,"Fama","MG",0.380030372057707,"Fama","MG",0.4530535377993,"Fama","MG",0.469701968547234,"Fama","MG",0.418093983311375,"Fama","MG",0.456066945606695,"Fama","MG",0.334304139796131,"Fama","MG",0.3,"Fama","MG",0.453602620087336,"Fama","MG",0.44492337164751,"Fama","MG",0.558823529411765,"Fama","MG",0.553875236294896,"Fama","MG",0.116236162361624,"Fama","MG",0.192022263450835
"Guapé",3128105,"MG",0.255695141542852,"Guapé","MG",0.303123192596877,"Guapé","MG",0.407697926967243,"Guapé","MG",0.486236574116717,"Guapé","MG",0.469583729673416,"Guapé","MG",0.464734913734175,"Guapé","MG",0.463054463784391,"Guapé","MG",0.495356298547788,"Guapé","MG",0.403415666732629,"Guapé","MG",0.482019340911093,"Guapé","MG",0.59548094285296,"Guapé","MG",0.464710918614021,"Guapé","MG",0.880396163546326,"Guapé","MG",0.840432600551354,"Guapé","MG",0.919354838709677,"Guapé","MG",0.915658027665527
"Heliodora",3129202,"MG",0.0883720930232558,"Heliodora","MG",0.0658411949685535,"Heliodora","MG",0.226291879613856,"Heliodora","MG",0.19099764863957,"Heliodora","MG",0.0815453728661276,"Heliodora","MG",0.140351790174854,"Heliodora","MG",0.35008354477381,"Heliodora","MG",0.308352849336456,"Heliodora","MG",0.411463578382007,"Heliodora","MG",0.63761801016703,"Heliodora","MG",0.698098859315589,"Heliodora","MG",0.694057226705796,"Heliodora","MG",0.620184899845917,"Heliodora","MG",0.641319942611191,"Heliodora","MG",0.63391557496361,"Heliodora","MG",0.635958395245171
"Ilicínea",3130507,"MG",0.18387591004149,"Ilicínea","MG",0.206813452729968,"Ilicínea","MG",0.255553470703791,"Ilicínea","MG",0.322583772882408,"Ilicínea","MG",0.333895655036208,"Ilicínea","MG",0.415978222274825,"Ilicínea","MG",0.422383824458613,"Ilicínea","MG",0.428288802203487,"Ilicínea","MG",0.394030420400893,"Ilicínea","MG",0.41474121696214,"Ilicínea","MG",0.474586365976519,"Ilicínea","MG",0.493410852713178,"Ilicínea","MG",0.572519083969466,"Ilicínea","MG",0.743948359332975,"Ilicínea","MG",0.857142857142857,"Ilicínea","MG",0.765768916870701
"Itamonte",3133006,"MG",0.504364779373732,"Itamonte","MG",0.576086956521739,"Itamonte","MG",0.600892512141347,"Itamonte","MG",0.688531747395923,"Itamonte","MG",0.701711630015869,"Itamonte","MG",0.762886597938144,"Itamonte","MG",0.735632183908046,"Itamonte","MG",0.787037037037037,"Itamonte","MG",0.771929824561403,"Itamonte","MG",0.805555555555556,"Itamonte","MG",0.710526315789474,"Itamonte","MG",0.684923631543537,"Itamonte","MG",0.495880787466185,"Itamonte","MG",0.690547110380718,"Itamonte","MG",0.928,"Itamonte","MG",0.917355371900826
"Itanhandu",3133105,"MG",0.290401430842607,"Itanhandu","MG",0.331660432940553,"Itanhandu","MG",0.375129859772999,"Itanhandu","MG",0.446787828290718,"Itanhandu","MG",0.594007506991181,"Itanhandu","MG",0.647189573179366,"Itanhandu","MG",0.680146118649602,"Itanhandu","MG",0.825396825396825,"Itanhandu","MG",0.621497880734679,"Itanhandu","MG",0.667009867009867,"Itanhandu","MG",0.661968656724622,"Itanhandu","MG",0.65789733614965,"Itanhandu","MG",0.74214179379144,"Itanhandu","MG",0.676829268292683,"Itanhandu","MG",0.793939393939394,"Itanhandu","MG",0.793308600680855
"Jesuânia",3135902,"MG",0.0850683988643208,"Jesuânia","MG",0.186009538950715,"Jesuânia","MG",0.120144553869563,"Jesuânia","MG",0.0664893617021277,"Jesuânia","MG",0.220971200980392,"Jesuânia","MG",0.138532435306629,"Jesuânia","MG",0.219534050179211,"Jesuânia","MG",0.440094899169632,"Jesuânia","MG",0.162895145966488,"Jesuânia","MG",0.430633670791151,"Jesuânia","MG",0.472199170124481,"Jesuânia","MG",0.594594594594595,"Jesuânia","MG",0.522735674676525,"Jesuânia","MG",0.578970718722271,"Jesuânia","MG",0.473501303214596,"Jesuânia","MG",0.737080689029918
"Lambari",3137809,"MG",0.566137566137566,"Lambari","MG",0.550615863624328,"Lambari","MG",0.504204743900578,"Lambari","MG",0.469450549450549,"Lambari","MG",0.526224850462208,"Lambari","MG",0.603448797937631,"Lambari","MG",0.610472802690398,"Lambari","MG",0.682646535240984,"Lambari","MG",0.721030944864547,"Lambari","MG",0.76625812526578,"Lambari","MG",0.745607070944798,"Lambari","MG",0.751009407576913,"Lambari","MG",0.851040566054077,"Lambari","MG",0.737956651188398,"Lambari","MG",0.822960353276178,"Lambari","MG",0.888578088578089
"Monsenhor Paulo",3142601,"MG",0.52317880794702,"Monsenhor Paulo","MG",0.510791366906475,"Monsenhor Paulo","MG",0.480519480519481,"Monsenhor Paulo","MG",0.489870386024232,"Monsenhor Paulo","MG",0.620172949996588,"Monsenhor Paulo","MG",0.700934579439252,"Monsenhor Paulo","MG",0.669230769230769,"Monsenhor Paulo","MG",0.511111111111111,"Monsenhor Paulo","MG",0.54348826507133,"Monsenhor Paulo","MG",0.650656580074222,"Monsenhor Paulo","MG",0.704606032265607,"Monsenhor Paulo","MG",0.69758712050213,"Monsenhor Paulo","MG",0.791666666666667,"Monsenhor Paulo","MG",0.817391304347826,"Monsenhor Paulo","MG",0.927083333333333,"Monsenhor Paulo","MG",0.845454545454545
"Nepomuceno",3144607,"MG",0.342966352332065,"Nepomuceno","MG",0.410569186188505,"Nepomuceno","MG",0.47820434900054,"Nepomuceno","MG",0.455446167135625,"Nepomuceno","MG",0.43033709786841,"Nepomuceno","MG",0.47580103148491,"Nepomuceno","MG",0.573373910074194,"Nepomuceno","MG",0.66339464270625,"Nepomuceno","MG",0.688945559775728,"Nepomuceno","MG",0.688455785502199,"Nepomuceno","MG",0.708788738713675,"Nepomuceno","MG",0.722255814649624,"Nepomuceno","MG",0.794639648814285,"Nepomuceno","MG",0.776410938192435,"Nepomuceno","MG",0.936507936507937,"Nepomuceno","MG",0.970445988260798
"Olímpio Noronha",3145505,"MG",0.180952380952381,"Olímpio Noronha","MG",0.150914904956475,"Olímpio Noronha","MG",0.155042735042735,"Olímpio Noronha","MG",0.0593461265103057,"Olímpio Noronha","MG",0.0458585858585858,"Olímpio Noronha","MG",0.0990318118948824,"Olímpio Noronha","MG",0.125980392156863,"Olímpio Noronha","MG",0.0560690080098583,"Olímpio Noronha","MG",0.100694444444444,"Olímpio Noronha","MG",0.0528834649437664,"Olímpio Noronha","MG",0.0902886115444618,"Olímpio Noronha","MG",0.132493188010899,"Olímpio Noronha","MG",0.10513698630137,"Olímpio Noronha","MG",0.180009045680687,"Olímpio Noronha","MG",0.189364461738003,"Olímpio Noronha","MG",0.97708082026538
"Paraguaçu",3147204,"MG",0.356229006125272,"Paraguaçu","MG",0.390711252653928,"Paraguaçu","MG",0.443908613958028,"Paraguaçu","MG",0.340995538000146,"Paraguaçu","MG",0.397088906372935,"Paraguaçu","MG",0.394499475038324,"Paraguaçu","MG",0.408212560386473,"Paraguaçu","MG",0.368466483269706,"Paraguaçu","MG",0.309766859236824,"Paraguaçu","MG",0.294109455507589,"Paraguaçu","MG",0.321052382911076,"Paraguaçu","MG",0.393547515918274,"Paraguaçu","MG",0.572054451572524,"Paraguaçu","MG",0.610716161174877,"Paraguaçu","MG",0.818058570946109,"Paraguaçu","MG",0.785714285714286
"Passa Quatro",3147600,"MG",0.238943472588332,"Passa Quatro","MG",0.283887003756301,"Passa Quatro","MG",0.270018679950187,"Passa Quatro","MG",0.365036153185245,"Passa Quatro","MG",0.507762404147391,"Passa Quatro","MG",0.600226272437534,"Passa Quatro","MG",0.681990550597536,"Passa Quatro","MG",0.693866611689517,"Passa Quatro","MG",0.651188969735316,"Passa Quatro","MG",0.765965551015562,"Passa Quatro","MG",0.747520415337191,"Passa Quatro","MG",0.79345970786148,"Passa Quatro","MG",0.705431994954803,"Passa Quatro","MG",0.920353982300885,"Passa Quatro","MG",0.981481481481482,"Passa Quatro","MG",0.971698113207547
"Poço Fundo",3151701,"MG",0.240685582363672,"Poço Fundo","MG",0.344390156128889,"Poço Fundo","MG",0.306765200013177,"Poço Fundo","MG",0.319532881227244,"Poço Fundo","MG",0.269053613412001,"Poço Fundo","MG",0.277997110409247,"Poço Fundo","MG",0.253098290161164,"Poço Fundo","MG",0.245621946636603,"Poço Fundo","MG",0.270959038053333,"Poço Fundo","MG",0.320530316984544,"Poço Fundo","MG",0.435489050157344,"Poço Fundo","MG",0.48323201621074,"Poço Fundo","MG",0.454652664491572,"Poço Fundo","MG",0.439121211997834,"Poço Fundo","MG",0.461802374964609,"Poço Fundo","MG",0.570882291594243
